"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L1153","ExpectToFail.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/extensions/ExpectToFail.java","L1152","1","0","0","4","30","50"
"L268","ComparableContract.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/defaultmethods/ComparableContract.java","L267","1","0","1","4","24","45"
"L269","EqualsContract.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/defaultmethods/EqualsContract.java","L267","1","0","1","4","25","46"
"L270","StringTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/defaultmethods/StringTests.java","L267","1","0","0","0","15","33"
"L271","Testable.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/defaultmethods/Testable.java","L267","1","0","1","1","4","20"
"L524","IgnoreIOExceptionExtension.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/exception/IgnoreIOExceptionExtension.java","L523","2","0","1","1","14","34"
"L525","IgnoreIOExceptionTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/exception/IgnoreIOExceptionTests.java","L523","1","0","0","0","17","34"
"L923","TestInterfaceDemo.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/testinterface/TestInterfaceDemo.java","L922","1","0","0","0","10","30"
"L924","TestInterfaceDynamicTestsDemo.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/testinterface/TestInterfaceDynamicTestsDemo.java","L922","1","0","0","0","17","42"
"L925","TestLifecycleLogger.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/testinterface/TestLifecycleLogger.java","L922","1","0","0","0","31","65"
"L926","TimeExecutionLogger.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/testinterface/TimeExecutionLogger.java","L922","1","0","0","0","8","24"
"L1048","TimingExtension.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/timing/TimingExtension.java","L1047","1","0","1","2","25","55"
"L1049","TimingExtensionTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/documentation/src/test/java/example/timing/TimingExtensionTests.java","L1047","1","0","0","0","14","37"
"L1181","AutomaticModuleNameTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/AutomaticModuleNameTests.java","L1180","5","0","0","0","77","107"
"L13381","JUnitPlatformTestSuite.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/JUnitPlatformTestSuite.java","L13380","1","0","1","0","12","40"
"L13312","TempDirectory.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/jupiter/extensions/TempDirectory.java","L13311","6","0","1","4","82","113"
"L16529","ConsoleDetailsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/ConsoleDetailsTests.java","L16528","6","0","0","0","173","221"
"L16530","ConsoleLauncherIntegrationTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/ConsoleLauncherIntegrationTests.java","L16528","1","0","0","0","36","58"
"L16531","ConsoleLauncherTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/ConsoleLauncherTests.java","L16528","1","0","0","0","43","73"
"L16532","ConsoleLauncherWrapper.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/ConsoleLauncherWrapper.java","L16528","3","0","0","0","57","83"
"L16533","ConsoleLauncherWrapperResult.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/ConsoleLauncherWrapperResult.java","L16528","2","0","0","0","117","155"
"L19060","FilterCompositionTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/FilterCompositionTests.java","L19059","1","0","0","0","44","75"
"L19061","TestDescriptorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/TestDescriptorTests.java","L19059","1","0","0","0","18","39"
"L19062","TestTagTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/TestTagTests.java","L19059","1","0","0","0","77","107"
"L19063","UniqueIdFormatTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/UniqueIdFormatTests.java","L19059","1","0","0","0","94","142"
"L19064","UniqueIdTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/UniqueIdTests.java","L19059","2","0","0","0","144","202"
"L21658","DiscoveryFilterStub.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/DiscoveryFilterStub.java","L21657","1","0","1","2","13","33"
"L21659","FilterStub.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/FilterStub.java","L21657","1","0","1","4","24","47"
"L21660","PostDiscoveryFilterStub.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/PostDiscoveryFilterStub.java","L21657","1","0","1","2","13","33"
"L21661","TagFilterTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/TagFilterTests.java","L21657","1","0","0","0","137","196"
"L21662","TestIdentifierTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/TestIdentifierTests.java","L21657","1","0","0","0","50","74"
"L21663","TestPlanTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/TestPlanTests.java","L21657","1","0","0","0","50","75"
"L23043","JUnitPlatformRunnerTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/runner/JUnitPlatformRunnerTests.java","L23042","1","0","0","0","585","787"
"L23044","LoggingRunListener.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/runner/LoggingRunListener.java","L23042","1","0","0","0","35","62"
"L25597","AbstractApiReportWriter.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/AbstractApiReportWriter.java","L25596","5","0","0","0","62","97"
"L25598","ApiReport.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/ApiReport.java","L25596","1","0","0","0","18","41"
"L25599","ApiReportGenerator.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/ApiReportGenerator.java","L25596","2","0","0","0","53","102"
"L25600","ApiReportWriter.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/ApiReportWriter.java","L25596","1","0","0","0","8","28"
"L25601","AsciidocApiReportWriter.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/AsciidocApiReportWriter.java","L25596","1","0","0","0","38","63"
"L25602","HtmlApiReportWriter.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/HtmlApiReportWriter.java","L25596","1","0","0","0","42","68"
"L25603","MarkdownApiReportWriter.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools/MarkdownApiReportWriter.java","L25596","1","0","0","0","42","69"
"L13563","AnnotationSupportTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/support/AnnotationSupportTests.java","L13562","1","0","0","0","86","116"
"L13564","ReflectionSupportTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/support/ReflectionSupportTests.java","L13562","3","0","0","0","60","82"
"L13770","AnnotationUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/AnnotationUtilsTests.java","L13769","1","0","0","0","575","749"
"L13771","ClassLoaderUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/ClassLoaderUtilsTests.java","L13769","1","0","0","0","22","44"
"L13772","ClasspathScannerTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/ClasspathScannerTests.java","L13769","2","0","0","0","262","345"
"L13773","ClassUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/ClassUtilsTests.java","L13769","1","0","0","0","23","45"
"L13774","CollectionUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/CollectionUtilsTests.java","L13769","2","0","0","0","171","231"
"L13775","ExceptionUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/ExceptionUtilsTests.java","L13769","2","0","0","0","37","65"
"L13776","FunctionUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/FunctionUtilsTests.java","L13769","1","0","0","0","31","55"
"L13777","PackageUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/PackageUtilsTests.java","L13769","1","0","0","0","90","124"
"L13778","PreconditionsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/PreconditionsTests.java","L13769","1","0","0","0","193","274"
"L13779","ReflectionUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/ReflectionUtilsTests.java","L13769","4","0","0","0","1037","1403"
"L13780","SerializationUtils.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/SerializationUtils.java","L13769","1","0","0","2","26","42"
"L13781","StringUtilsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/StringUtilsTests.java","L13769","1","0","0","0","97","131"
"L13782","ToStringBuilderTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util/ToStringBuilderTests.java","L13769","1","0","0","0","124","173"
"L16680","JOptSimpleCommandLineOptionsParserTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/options/JOptSimpleCommandLineOptionsParserTests.java","L16679","1","0","0","0","410","531"
"L16681","ThemeTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/options/ThemeTests.java","L16679","1","0","0","0","19","37"
"L17339","ConsoleTestExecutorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/ConsoleTestExecutorTests.java","L17338","1","0","0","0","106","161"
"L17340","CustomContextClassLoaderExecutorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/CustomContextClassLoaderExecutorTests.java","L17338","1","0","0","0","33","57"
"L17341","DiscoveryRequestCreatorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/DiscoveryRequestCreatorTests.java","L17338","1","0","0","0","210","292"
"L17342","FlatPrintingListenerTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/FlatPrintingListenerTests.java","L17338","1","0","0","0","57","86"
"L17343","IncrementingClock.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/IncrementingClock.java","L17338","1","0","0","0","30","53"
"L17344","TreePrinterTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/TreePrinterTests.java","L17338","2","0","0","0","72","94"
"L17345","XmlReportAssertions.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/XmlReportAssertions.java","L17338","3","0","0","0","29","51"
"L17346","XmlReportDataTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/XmlReportDataTests.java","L17338","1","0","0","0","45","74"
"L17347","XmlReportsWritingListenerTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/XmlReportsWritingListenerTests.java","L17338","1","0","0","0","317","429"
"L17348","XmlReportWriterTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks/XmlReportWriterTests.java","L17338","1","0","0","0","111","161"
"L19025","OneTest.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/subpackage/OneTest.java","L19024","1","0","0","1","7","22"
"L19026","TwoTest.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/subpackage/TwoTest.java","L19024","1","0","0","1","7","22"
"L19155","ClassNameFilterTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/discovery/ClassNameFilterTests.java","L19154","1","0","0","0","103","146"
"L19156","DiscoverySelectorsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/discovery/DiscoverySelectorsTests.java","L19154","1","0","0","0","413","529"
"L19157","PackageNameFilterTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/discovery/PackageNameFilterTests.java","L19154","1","0","0","0","93","126"
"L21678","DefaultLauncherTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core/DefaultLauncherTests.java","L21677","1","0","0","0","376","495"
"L21679","ExecutionListenerAdapterTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core/ExecutionListenerAdapterTests.java","L21677","1","0","0","0","44","78"
"L21680","LauncherConfigurationParametersTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherConfigurationParametersTests.java","L21677","1","0","0","0","90","124"
"L21681","LauncherDiscoveryRequestBuilderTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherDiscoveryRequestBuilderTests.java","L21677","2","0","0","0","237","333"
"L21682","LauncherFactoryForTestingPurposesOnly.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherFactoryForTestingPurposesOnly.java","L21677","1","0","1","1","8","27"
"L21683","LauncherFactoryTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherFactoryTests.java","L21677","1","0","0","0","51","86"
"L22822","NoopTestExecutionListener.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/listener/NoopTestExecutionListener.java","L22821","1","0","0","1","4","18"
"L22823","SummaryGenerationTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/listener/SummaryGenerationTests.java","L22821","2","0","0","0","167","220"
"L19904","AbstractTestDescriptorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/AbstractTestDescriptorTests.java","L19903","1","0","0","0","115","164"
"L19905","AbstractTestSourceTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/AbstractTestSourceTests.java","L19903","1","0","0","0","24","48"
"L19906","ClasspathResourceSourceTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/ClasspathResourceSourceTests.java","L19903","1","0","0","0","42","72"
"L19907","CompositeTestSourceTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/CompositeTestSourceTests.java","L19903","1","0","0","0","40","70"
"L19908","DemoClassTestDescriptor.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/DemoClassTestDescriptor.java","L19903","1","0","1","3","40","72"
"L19909","DemoMethodTestDescriptor.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/DemoMethodTestDescriptor.java","L19903","1","0","1","5","54","90"
"L19910","FilePositionTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/FilePositionTests.java","L19903","1","0","0","0","45","74"
"L19911","FileSystemSourceTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/FileSystemSourceTests.java","L19903","1","0","0","0","55","88"
"L19912","GenericSourceTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/GenericSourceTests.java","L19903","1","0","0","0","98","143"
"L19913","MethodSourceTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor/MethodSourceTests.java","L19903","1","0","0","0","109","157"
"L20559","DemoEngineExecutionContext.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/DemoEngineExecutionContext.java","L20558","1","0","0","0","3","18"
"L20560","DemoHierarchicalContainerDescriptor.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/DemoHierarchicalContainerDescriptor.java","L20558","3","0","1","6","43","69"
"L20561","DemoHierarchicalEngineDescriptor.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/DemoHierarchicalEngineDescriptor.java","L20558","2","0","1","5","30","54"
"L20562","DemoHierarchicalTestDescriptor.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/DemoHierarchicalTestDescriptor.java","L20558","4","0","1","5","39","64"
"L20563","DemoHierarchicalTestEngine.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/DemoHierarchicalTestEngine.java","L20558","1","0","1","11","65","97"
"L20564","HierarchicalTestExecutorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/HierarchicalTestExecutorTests.java","L20558","1","0","0","0","375","509"
"L20565","SingleTestExecutorTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/SingleTestExecutorTests.java","L20558","1","0","0","0","37","63"
"L1190","JupiterTestSuite.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/JupiterTestSuite.java","L1189","1","0","1","0","12","41"
"L1239","AssertionsAssertAllTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertionsAssertAllTests.java","L1238","5","0","0","0","118","169"
"L1240","AssertionsAssertArrayEqualsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertionsAssertArrayEqualsTests.java","L1238","162","0","0","0","1753","1956"
"L1241","AssertionsAssertEqualsTests.java","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/AssertionsAssertEqualsTests.java","L1238","26","0","0","0","477","565"
