"ID","Name","LongName","CC","CCL","CCO","CEE","CEG","CI","CLC","CLLC","CR","LDC","LLDC","NCR","TAD","TCD","TCLOC","TPDA","TPUA","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Code Style Rules","Correctness Rules","Design Rules","Design Pattern","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Vulnerability Rules"
"L103","C:\Users\Sokaina\Downloads\Versiones-Junit5\junit5-r5.0.0\.columbus_java\Junit5-V1.ljsi","C:\Users\Sokaina\Downloads\Versiones-Junit5\junit5-r5.0.0\.columbus_java\Junit5-V1.ljsi","0.0821612","134","435","6969.32","0.317993","324","0.0555035","0.0796348","0.0281401","4085","3454","0.0604756","0.599188","0.294266","18085","885","592","43373","73599","923","1040","237","13","651","549","102","5189","13506","90","252","9","64","73","1691","39","0","40","15909","1085","3288","255","0","2411","810","0","452","0","260","0","420","0","0","0","1","0","59","0","0","0","0"
"L102","<System>","<System>","0.0821612","134","435","6969.32","0.317993","324","0.0555035","0.0796348","0.0281401","4085","3454","0.0604756","0.599188","0.294266","18085","885","592","43373","73599","923","1040","237","13","651","549","102","5189","13506","90","252","9","64","73","1691","39","0","40","15909","1085","3288","255","0","2411","810","0","452","0","260","0","420","0","0","0","1","0","59","0","0","0","0"
