"ID","Name","Component","CA","CCO","CE","CEE","CEG","CI","CLLOC","CR","CV","NCR","Clone Metric Rules"
"C913","125~CloneClass","L103","1","2","295","25.6522","0.115254","2","17","2.95652","1","0.0434783","1"
"C915","128~CloneClass","L103","1","4","377","65.5652","0.129973","4","12.25","8.52174","1","0.0434783","2"
"C917","133~CloneClass","L103","1","2","189","16.4348","0.132275","2","12.5","2.17391","1","0.0434783","1"
"C919","136~CloneClass","L103","1","2","605","52.6087","0.0628099","2","19","3.30435","1","0.0434783","1"
"C922","139~CloneClass","L103","1","2","585","50.8696","0.0512821","2","15","2.6087","1","0.0434783","1"
"C924","142~CloneClass","L103","1","3","874","114","0.0480549","3","14","5.47826","1","0.0434783","2"
"C931","146~CloneClass","L103","1","2","200","17.3913","0.12","2","12","2.08696","1","0.0434783","1"
"C932","149~CloneClass","L103","1","2","401","34.8696","0.129676","2","26","4.52174","1","0.0434783","1"
"C935","152~CloneClass","L103","1","2","364","31.6522","0.10989","2","20","3.47826","1","0.0434783","1"
"C937","155~CloneClass","L103","1","2","399","34.6957","0.125313","2","25","4.34783","1","0.0434783","1"
"C943","158~CloneClass","L103","1","2","485","42.1739","0.0742268","2","18","3.13043","1","0.0434783","1"
"C946","161~CloneClass","L103","1","2","145","12.6087","0.165517","2","12","2.08696","1","0.0434783","1"
"C948","164~CloneClass","L103","1","6","64","8.34783","1.03125","3","11","8.6087","1","0.0434783","1"
"C952","168~CloneClass","L103","1","2","403","35.0435","0.0496278","2","10","1.73913","1","0.0434783","1"
"C955","171~CloneClass","L103","1","3","367","47.8696","0.114441","3","14","5.47826","1","0.0434783","2"
"C956","175~CloneClass","L103","1","2","293","25.4783","0.122867","2","18","3.13043","1","0.0434783","1"
"C958","178~CloneClass","L103","1","2","511","44.4348","0.0704501","2","18","3.13043","1","0.0434783","1"
"C959","181~CloneClass","L103","1","2","163","14.1739","0.159509","2","13","2.26087","1","0.0434783","1"
"C960","184~CloneClass","L103","1","2","163","14.1739","0.147239","2","12","2.08696","1","0.0434783","1"
"C968","187~CloneClass","L103","1","2","303","26.3478","0.0924092","2","14","2.43478","1","0.0434783","1"
"C970","190~CloneClass","L103","1","2","151","13.1304","0.13245","2","10","1.73913","1","0.0434783","1"
"C971","193~CloneClass","L103","1","4","477","138.261","0.100629","4","12","13.913","1","0.0724638","2"
"C977","198~CloneClass","L103","1","2","45","3.91304","1.11111","2","25","4.34783","1","0.0434783","0"
"C979","201~CloneClass","L103","1","2","277","24.087","0.0722022","2","10","1.73913","1","0.0434783","1"
"C980","204~CloneClass","L103","1","6","1309","341.478","0.0649351","6","14.1667","22.1739","1","0.0434783","2"
"C981","211~CloneClass","L103","1","2","317","27.5652","0.0694006","2","11","1.91304","1","0.0434783","1"
"C983","214~CloneClass","L103","1","2","277","24.087","0.0938628","2","13","2.26087","1","0.0434783","1"
"C985","217~CloneClass","L103","1","2","277","24.087","0.0722022","2","10","1.73913","1","0.0434783","1"
"C986","220~CloneClass","L103","1","2","119","10.3478","0.184874","2","11","1.91304","1","0.0434783","1"
"C994","223~CloneClass","L103","1","4","81","14.087","0.493827","2","10","6.95652","1","0.0869565","0"
"C995","226~CloneClass","L103","1","4","81","14.087","0.493827","2","10","6.95652","1","0.0869565","0"
"C996","229~CloneClass","L103","1","4","81","14.087","0.493827","2","10","6.95652","1","0.0869565","0"
"C997","232~CloneClass","L103","1","6","89","7.73913","0.94382","2","14","7.30435","1","0.0434783","0"
"C998","235~CloneClass","L103","1","4","85","7.3913","0.517647","2","11","3.82609","1","0.0434783","0"
"C999","238~CloneClass","L103","1","4","81","7.04348","0.493827","2","10","3.47826","1","0.0434783","0"
"C1000","241~CloneClass","L103","1","4","81","7.04348","0.493827","2","10","3.47826","1","0.0434783","0"
"C1001","244~CloneClass","L103","1","4","85","7.3913","0.541176","2","11.5","4","1","0.0434783","0"
"C1002","247~CloneClass","L103","1","6","125","10.8696","0.864","2","18","9.3913","1","0.0434783","1"
"C1003","250~CloneClass","L103","1","6","125","10.8696","0.864","2","18","9.3913","1","0.0434783","1"
"C1004","253~CloneClass","L103","1","9","199","25.9565","0.904523","3","20","23.4783","1","0.0434783","2"
"C1005","257~CloneClass","L103","1","4","85","7.3913","0.564706","2","12","4.17391","1","0.0434783","0"
"C1007","260~CloneClass","L103","1","4","85","7.3913","0.611765","2","13","4.52174","1","0.0434783","0"
"C1008","263~CloneClass","L103","1","4","89","7.73913","0.629214","2","14","4.86957","1","0.0434783","0"
"C1009","266~CloneClass","L103","1","4","89","7.73913","0.629214","2","14","4.86957","1","0.0434783","0"
"C1011","269~CloneClass","L103","1","2","275","23.913","0.08","2","11","1.91304","1","0.0434783","1"
"C1017","272~CloneClass","L103","1","2","461","40.087","0.0867679","2","20","3.47826","1","0.0434783","1"
"C1018","275~CloneClass","L103","1","2","533","46.3478","0.0787992","2","21","3.65217","1","0.0434783","1"
"C1019","278~CloneClass","L103","1","4","851","148","0.0752056","4","16","11.1304","1","0.0434783","2"
"C1021","283~CloneClass","L103","1","2","517","89.913","0.0851064","2","22","7.65217","1","0.0869565","1"
"C1022","286~CloneClass","L103","1","2","523","45.4783","0.0956023","2","25","4.34783","1","0.0434783","1"
"C1023","289~CloneClass","L103","1","5","1196","416","0.0777592","5","18.6","32.3478","1","0.0695652","2"
"C1024","295~CloneClass","L103","1","2","479","83.3044","0.091858","2","22","7.65217","1","0.0869565","1"
"C1025","298~CloneClass","L103","1","2","517","89.913","0.123791","2","32","11.1304","1","0.0869565","1"
"C1026","301~CloneClass","L103","1","2","517","89.913","0.154739","2","40","13.913","1","0.0869565","2"
"C1030","304~CloneClass","L103","1","2","1211","105.304","0.0264244","2","16","2.78261","1","0.0434783","1"
"C1032","307~CloneClass","L103","1","2","451","39.2174","0.0576497","2","13","2.26087","1","0.0434783","1"
"C1034","310~CloneClass","L103","1","3","841","109.696","0.0546968","3","15.3333","6","1","0.0434783","2"
"C1036","314~CloneClass","L103","1","2","1353","117.652","0.0295639","2","20","3.47826","1","0.0434783","1"
"C1044","317~CloneClass","L103","1","2","225","19.5652","0.0977778","2","11","1.91304","1","0.0434783","1"
"C1047","320~CloneClass","L103","1","7","958","569.246","0.0751566","7","10.2857","42.7826","1","0.0848861","2"
"C1051","328~CloneClass","L103","1","2","495","43.0435","0.0868687","2","21.5","3.73913","1","0.0434783","1"
"C1062","331~CloneClass","L103","1","2","149","12.9565","0.147651","2","11","1.91304","1","0.0434783","1"
"C1063","334~CloneClass","L103","1","2","149","12.9565","0.147651","2","11","1.91304","1","0.0434783","1"
"C1064","337~CloneClass","L103","1","2","149","12.9565","0.147651","2","11","1.91304","1","0.0434783","1"
"C1065","340~CloneClass","L103","1","2","263","22.8696","0.0836502","2","11","1.91304","1","0.0434783","1"
"C1066","343~CloneClass","L103","1","2","185","16.087","0.118919","2","11","1.91304","1","0.0434783","1"
"C1069","346~CloneClass","L103","1","3","598","78","0.0585284","3","11.6667","4.56522","1","0.0434783","2"
"C1073","350~CloneClass","L103","1","2","409","35.5652","0.0586797","2","12","2.08696","1","0.0434783","1"
"C1077","353~CloneClass","L103","1","2","619","53.8261","0.0710824","2","22","3.82609","1","0.0434783","1"
"C1081","356~CloneClass","L103","1","2","329","28.6087","0.0668693","2","11","1.91304","1","0.0434783","1"
"C1083","359~CloneClass","L103","1","2","431","37.4783","0.0649652","2","14","2.43478","1","0.0434783","1"
"C1084","362~CloneClass","L103","1","2","109","9.47826","0.201835","2","11","1.91304","1","0.0434783","1"
"C1085","365~CloneClass","L103","1","2","109","9.47826","0.201835","2","11","1.91304","1","0.0434783","1"
"C1086","368~CloneClass","L103","1","2","109","9.47826","0.201835","2","11","1.91304","1","0.0434783","1"
"C1087","371~CloneClass","L103","1","2","109","9.47826","0.201835","2","11","1.91304","1","0.0434783","1"
"C1090","374~CloneClass","L103","1","2","309","26.8696","0.119741","2","18.5","3.21739","1","0.0434783","1"
"C1094","377~CloneClass","L103","1","2","385","33.4783","0.135065","2","26","4.52174","1","0.0434783","1"
"C1095","380~CloneClass","L103","1","2","537","46.6957","0.134078","2","36","6.26087","1","0.0434783","2"
"C1096","383~CloneClass","L103","1","4","723","209.565","0.107884","4","19.5","22.6087","1","0.0724638","2"
"C1102","388~CloneClass","L103","1","2","145","12.6087","0.165517","2","12","2.08696","1","0.0434783","1"
"C1103","391~CloneClass","L103","1","2","145","12.6087","0.17931","2","13","2.26087","1","0.0434783","1"
"C1116","394~CloneClass","L103","1","2","279","24.2609","0.114695","2","16","2.78261","1","0.0434783","1"
"C1117","397~CloneClass","L103","1","2","357","31.0435","0.0560224","2","10","1.73913","1","0.0434783","1"
"C1118","400~CloneClass","L103","1","2","421","36.6087","0.0522565","2","11","1.91304","1","0.0434783","1"
"C1126","403~CloneClass","L103","1","2","220","19.1304","0.563636","2","62","10.7826","1","0.0434783","2"
"C1127","406~CloneClass","L103","1","3","168","21.913","1.01786","3","57","22.3043","1","0.0434783","3"
"C1129","410~CloneClass","L103","1","2","1183","102.87","0.0321217","2","19","3.30435","1","0.0434783","1"
"C1136","413~CloneClass","L103","1","2","67","5.82609","0.328358","2","11","1.91304","1","0.0434783","0"
"C1143","416~CloneClass","L103","1","12","11","5.73913","12.5455","4","11.5","72","1","0.130435","2"
"C1145","421~CloneClass","L103","1","12","291","598.87","0.463918","4","11.25","277.826","1","0.514493","4"
"C1157","426~CloneClass","L103","1","2","125","21.7391","0.176","2","11","3.82609","1","0.0869565","1"
"C1161","429~CloneClass","L103","1","2","44","19.1304","0.454545","2","10","8.69565","1","0.217391","1"
"C1162","432~CloneClass","L103","1","2","67","122.348","0.298507","2","10","36.5217","1","0.913043","1"
"C1174","435~CloneClass","L103","1","3","326","99.2174","0.119632","3","13","11.8696","1","0.101449","2"
"C1184","439~CloneClass","L103","1","8","23","2","5.56522","2","16","11.1304","1","0.0434783","0"
"C1189","442~CloneClass","L103","1","24","37","9.65217","9.72973","6","15","93.913","1","0.0434783","2"
"C1190","449~CloneClass","L103","1","8","21","1.82609","5.71429","2","15","10.4348","1","0.0434783","0"
"C1219","452~CloneClass","L103","1","6","18","3.13043","3.33333","2","10","10.4348","1","0.0869565","0"
"C1226","455~CloneClass","L103","1","4","285","24.7826","0.161404","2","11.5","4","1","0.0434783","1"
