"ID","Name","LongName","CC","CCL","CCO","CEE","CEG","CI","CLC","CLLC","CR","LDC","LLDC","NCR","TAD","TCD","TCLOC","TPDA","TPUA","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Code Style Rules","Correctness Rules","Design Rules","Design Pattern","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Vulnerability Rules"
"L103","C:\Users\Sokaina\Downloads\Versiones-Junit5\junit5-r5.0.1\.columbus_java\Junit5-V2.ljsi","C:\Users\Sokaina\Downloads\Versiones-Junit5\junit5-r5.0.1\.columbus_java\Junit5-V2.ljsi","0.0825148","135","437","6996.36","0.318302","326","0.055828","0.0800258","0.0281798","4109","3472","0.0603497","0.599188","0.294135","18079","885","592","43386","73601","918","1039","237","13","649","549","102","5193","13524","90","252","9","64","73","1691","39","0","40","15926","1088","3290","257","0","2414","810","0","454","0","260","0","420","0","0","0","1","0","59","0","0","0","0"
"L102","<System>","<System>","0.0825148","135","437","6996.36","0.318302","326","0.055828","0.0800258","0.0281798","4109","3472","0.0603497","0.599188","0.294135","18079","885","592","43386","73601","918","1039","237","13","649","549","102","5193","13524","90","252","9","64","73","1691","39","0","40","15926","1088","3290","257","0","2414","810","0","454","0","260","0","420","0","0","0","1","0","59","0","0","0","0"
