"ID","Name","LongName","Parent","Component","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","AD","CD","CLOC","PDA","PUA","TAD","TCD","TCLOC","TPDA","TPUA","LLOC","LOC","NA","NCL","NEN","NG","NIN","NM","NPA","NPKG","NPM","NS","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Code Style Rules","Correctness Rules","Design Rules","Design Pattern","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Vulnerability Rules"
"L4889","descriptor","org.junit.jupiter.engine.descriptor","L4845","L103","0","0","0","0","0","0","0","0","0.287879","0.19534","436","19","47","0.323944","0.209343","484","23","48","1796","2777","40","44","0","55","0","227","3","1","75","1","1828","2881","40","50","23","0","29","55","0","231","480","3","20","0","0","1","75","1","0","0","609","33","121","5","0","66","31","0","16","0","32","0","9","0","0","0","0","0","0","0","0","0","0"
"L6300","discovery","org.junit.jupiter.engine.discovery","L4845","L103","0.0855312","5","11","11","0","0","0","0","0.222222","0.170696","233","2","7","0.391304","0.220941","479","9","14","1132","1698","21","24","0","6","1","124","0","1","13","0","1689","2754","39","66","24","0","32","6","1","204","514","0","9","0","0","1","25","0","0","0","651","47","134","4","0","110","17","0","4","0","36","0","14","0","0","0","0","0","0","0","0","0","0"
"L7416","execution","org.junit.jupiter.engine.execution","L4845","L103","0.012889","2","3","3","0","0","0","0","0.404255","0.23125","444","19","28","0.38961","0.272046","617","30","47","1476","2362","54","32","0","25","4","169","0","1","59","0","1651","2789","55","42","24","0","29","25","4","188","572","0","17","0","3","2","78","0","0","0","510","15","108","9","0","76","27","0","7","0","1","0","10","0","0","0","0","0","2","0","0","0","0"
"L8511","extension","org.junit.jupiter.engine.extension","L4845","L103","0.13254","10","26","26","0","0","0","0","0.888889","0.187302","590","8","1","0.75","0.18951","607","9","3","2560","3833","48","97","0","12","5","305","0","1","76","6","2596","3900","48","98","23","0","24","12","5","308","698","0","3","0","0","1","77","6","0","3","1113","93","169","3","0","167","24","0","5","0","16","0","48","0","0","0","0","0","5","0","0","0","0"
"L9866","bridge","org.junit.jupiter.engine.bridge","L4845","L103","0","0","0","0","0","0","0","0","0.333333","0.287324","102","1","2","0.333333","0.287324","102","1","2","253","435","1","11","0","0","1","29","0","0","8","0","253","435","1","11","15","0","8","0","1","29","67","0","3","0","0","0","8","0","0","0","98","13","42","0","0","44","7","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L11371","rules","org.junit.jupiter.migrationsupport.rules","L11361","L103","0.0166031","1","3","3","0","0","0","0","0.2","0.260611","307","5","20","0.270833","0.291551","421","13","35","871","1449","55","41","0","11","0","96","12","2","18","0","1023","1797","57","48","24","0","32","13","2","116","198","12","20","0","2","2","34","0","0","1","494","15","100","0","0","55","25","0","7","0","3","0","1","0","0","0","0","0","25","0","0","0","0"
"L11984","converter","org.junit.jupiter.params.converter","L11959","L103","0","0","0","0","0","0","0","0","0.7","0.339775","211","7","3","0.7","0.339775","211","7","3","410","725","7","9","0","0","2","41","1","0","14","0","410","725","7","9","22","0","10","0","2","41","80","1","3","0","1","0","14","0","0","0","99","3","6","1","0","5","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12519","provider","org.junit.jupiter.params.provider","L11959","L103","0","0","0","0","0","0","0","0","1","0.339076","492","13","0","1","0.339076","492","13","0","959","1795","23","17","3","0","2","131","9","0","16","0","959","1795","23","17","22","3","22","0","2","131","256","9","0","1","2","0","16","0","0","0","309","12","85","3","0","65","24","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"L13183","support","org.junit.jupiter.params.support","L11959","L103","0","0","0","0","0","0","0","0","1","0.489796","48","3","0","1","0.489796","48","3","0","50","116","1","1","0","0","1","4","0","0","1","0","50","116","1","1","15","0","3","0","1","4","9","0","1","0","1","0","1","0","0","1","7","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13502","annotation","org.junit.platform.commons.annotation","L13491","L103","0","0","0","0","0","0","0","0","1","0.782051","61","1","0","1","0.782051","61","1","0","17","86","0","0","0","0","0","0","0","0","0","0","17","86","0","0","15","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13514","logging","org.junit.platform.commons.logging","L13491","L103","0","0","0","0","0","0","0","0","1","0.473251","115","15","0","1","0.473251","115","15","0","128","297","3","2","0","1","1","30","0","0","25","0","128","297","3","2","15","0","3","1","1","30","40","0","1","0","1","0","25","0","0","0","36","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
